Id,y
1176,21.4791427177
1177,105.375113877
1178,49.0015885627
1179,-2.3185843971
1180,14.8587391892
1181,29.4382836062
1182,44.4772188333
1183,10.1203663371
1184,48.019979066
1185,9.94795458922
1186,-35.0983261382
1187,72.3324428741
1188,16.3680026968
1189,83.4745994861
1190,34.9992420205
1191,29.458305786
1192,79.7751551959
1193,71.1295503552
1194,63.6340873813
1195,10.2467153555
1196,40.4602294061
1197,-18.7765934635
1198,-43.0055487299
1199,23.5991381998
1200,101.831771173
1201,92.5478239705
1202,21.9743059247
1203,-2.43036610227
1204,92.1180434857
1205,3.57983615788
1206,49.3502038666
1207,39.4939681297
1208,14.9293398279
1209,22.8897782576
1210,-5.07779287246
1211,6.65583301151
1212,44.2779576215
1213,7.92253893324
1214,37.9923028544
1215,-28.0883836001
1216,-45.9262150606
1217,-85.0730297837
1218,-7.80685201819
1219,26.1795974011
1220,17.6801963947
1221,6.15176718127
1222,-7.51227085473
1223,-0.140232834097
1224,-4.46388860108
1225,105.383058192
1226,43.46167298
1227,-29.2766001109
1228,14.2059953956
1229,96.3783110454
1230,17.8125869817
1231,85.2351773055
1232,-113.413740012
1233,26.9247632145
1234,15.6258163287
1235,10.5561059472
1236,14.8589079045
1237,15.9782148338
1238,19.1479079276
1239,2.68005260967
1240,33.7636727103
1241,67.2176165036
1242,17.6924417267
1243,65.0653049257
1244,114.216406055
1245,89.5039088113
1246,-21.9613959744
1247,91.6817396487
1248,61.3058714448
1249,34.5316222408
1250,32.2015393854
1251,15.9035101597
1252,22.1067653096
1253,21.3790402826
1254,-17.1091424092
1255,-5.02577129432
1256,45.8768928875
1257,130.907487269
1258,57.011697042
1259,19.5183691157
1260,19.5071061616
1261,117.874055732
1262,-12.7625757801
1263,11.0669156093
1264,-39.4566706706
1265,-3.02620035607
1266,55.3405402352
1267,27.1903880265
1268,7.36447236762
1269,-45.7835247869
1270,29.8223261641
1271,8.24779463981
1272,-3.08445271513
1273,-143.999062147
1274,20.8652735032
1275,-1.57218839916
1276,60.474850714
1277,-28.0247521557
1278,0.80607660661
1279,108.694351676
1280,35.0595608754
1281,73.8374453306
1282,41.7597492639
1283,0.553484489767
1284,148.791994043
1285,20.2670035166
1286,32.7792824413
1287,66.6328561312
1288,91.780788553
1289,38.676219149
1290,-9.45836336725
1291,-48.9926807055
1292,111.608278093
1293,35.6814226111
1294,9.68217899968
1295,-24.9895022377
1296,183.263647292
1297,-12.0486903244
1298,36.3186762704
1299,-12.2247256932
1300,64.9695870806
1301,79.3280460859
1302,76.7013918335
1303,43.8175143058
1304,100.231027909
1305,112.362260222
1306,30.7861223053
1307,121.952208651
1308,39.0838823323
1309,56.3062373607
1310,15.0065076389
1311,8.48199669809
1312,-5.17284117718
1313,-23.9244855213
1314,46.3506373984
1315,169.909330288
1316,-22.1643674034
1317,45.8668184119
1318,11.4092273856
1319,16.5345973465
1320,108.030365937
1321,-19.7022812563
1322,73.1560016056
1323,70.8556398703
1324,36.485789784
1325,45.1619582368
1326,66.7761151738
1327,33.7100470054
1328,11.2835288383
1329,44.3393199158
1330,41.926338635
1331,43.1710868942
1332,238.308412513
1333,33.6426495133
1334,6.02251016653
1335,-7.63670145508
1336,59.2757827998
1337,47.8836869959
1338,210.62062777
1339,55.5121128756
1340,128.322103503
1341,68.1047511718
1342,23.8421471885
1343,55.9612047126
1344,84.3199767057
1345,28.7569964704
1346,38.8626961725
1347,47.5182508651
1348,100.763370099
1349,34.9528808781
1350,33.9262130731
1351,-102.422708315
1352,46.6454204616
1353,-13.7825991645
1354,35.6347196855
1355,1.56010608634
1356,175.33618317
1357,-1.84602821979
1358,24.8089639339
1359,35.8047478439
1360,67.9213754438
1361,24.9144395427
1362,-18.2181172418
1363,-19.7457019561
1364,64.041521967
1365,-28.344110798
1366,126.419464525
1367,166.515517047
1368,46.6283537037
1369,-38.6094124876
1370,19.6785808357
1371,53.8569685904
1372,86.3654343159
1373,-41.7101710682
1374,31.4709190545
1375,156.76538773
1376,25.1162284665
1377,62.2118824311
1378,123.481254251
1379,11.1582998788
1380,-6.95898720556
1381,144.625230807
1382,83.0686281854
1383,68.5896858692
1384,-23.143209933
1385,25.4938110116
1386,7.37431654681
1387,93.0607216912
1388,27.9304128059
1389,14.9098019437
1390,20.9119003344
1391,-5.59321683708
1392,-2.26057697018
1393,-0.979930610224
1394,88.0134640738
1395,35.7111123165
1396,25.9597164822
1397,118.299619612
1398,42.2859432608
1399,-1.58455061789
1400,97.3755983704
1401,147.00556879
1402,56.3147985555
1403,62.4928068489
1404,67.736262898
1405,48.5034046079
1406,8.51370452889
1407,137.116486215
1408,80.82004938
1409,-13.3020719421
1410,33.1340112748
1411,21.6237296081
1412,76.7542724517
1413,33.4607317333
1414,32.4532153939
1415,64.9493618529
1416,32.8526405728
1417,-11.2247984898
1418,150.98765942
1419,-58.4998487871
1420,-85.1509128365
1421,7.4640752732
1422,12.9008618674
1423,87.1275811753
1424,31.9839581432
1425,116.786716186
1426,54.6055451127
1427,-48.2410052237
1428,48.1834089191
1429,66.4887822435
1430,93.856078002
1431,-157.200006293
1432,38.2829927298
1433,17.9055354679
1434,42.8061725868
1435,36.7451653288
1436,67.2643698797
1437,-9.6066433058
1438,21.1170996405
1439,-9.21354435651
1440,27.0226916361
1441,159.960880566
1442,10.6010170976
1443,43.8381670794
1444,59.9673612859
1445,5.72805472827
1446,3.17514408973
1447,105.392062427
1448,82.7211794404
1449,-17.0196432463
1450,168.753954264
1451,98.8598227679
1452,147.35551726
1453,81.099445835
1454,-8.3685795503
1455,33.5276238727
1456,169.076480367
1457,52.6149262974
1458,32.1305259703
1459,29.0228151218
1460,3.83664548961
1461,42.1494075458
1462,32.8099910665
1463,-18.6414824903
1464,19.5507707485
1465,15.8919336485
1466,-22.8781520321
1467,-12.1819459403
1468,51.5453454064
1469,108.51295756
1470,-0.682184712349
1471,-5.95215163327
1472,59.8053264019
1473,-59.027706095
1474,-1.93802418448
1475,58.9686062558
1476,110.201645956
1477,-32.1723139491
1478,46.5243960832
1479,150.041416544
1480,71.1690604323
1481,56.0810600199
1482,58.2597463683
1483,18.3125916235
1484,46.5291396113
1485,-39.2232687334
1486,-6.28480389119
1487,1.49504176751
1488,42.6110946417
1489,39.6088707333
1490,-14.2285795427
1491,-25.1347804813
1492,38.3168877677
1493,-7.2610413495
1494,-41.7254951562
1495,14.1864584648
1496,152.43219741
1497,183.289153958
1498,70.4636955514
1499,23.1470880549
1500,44.6261447423
1501,49.0398601227
1502,107.547913072
1503,70.6757364301
1504,8.514795803
1505,69.0152794605
1506,61.2785553715
1507,85.6583415257
1508,60.2089190048
1509,27.291940504
1510,13.2915893927
1511,-34.3469026847
1512,15.9473658263
1513,65.0803156965
1514,31.1353014339
1515,41.4688586577
1516,84.7418404925
1517,-21.5581207709
1518,-1.97475284195
1519,5.13798261504
1520,-12.5826546137
1521,16.5529789369
1522,-2.59051998927
1523,-14.40273703
1524,31.7118831528
1525,91.0634472019
1526,134.02169767
1527,-15.4628085538
1528,53.1748609187
1529,9.08090094772
1530,133.206359287
1531,41.6028918596
1532,-16.1507038672
1533,7.34906192316
1534,19.039282162
1535,71.9224256694
1536,90.6497670764
1537,5.13248034841
1538,-116.552995877
1539,43.1562477271
1540,10.7798044875
1541,-7.32591192405
1542,93.9184096241
1543,34.0577341871
1544,3.36707865967
1545,75.9261228093
1546,30.3354490781
1547,89.2868467223
1548,8.42138843614
1549,-9.96239633399
1550,73.5636642902
1551,-3.08182284563
1552,40.2652840518
1553,38.5115534469
1554,-38.1339755943
1555,76.9893269493
1556,20.5043364162
1557,0.807824688209
1558,96.3395059335
1559,33.288518338
1560,13.3913315387
1561,35.1354524804
1562,-42.5224338853
1563,67.2452732359
1564,67.0112886782
1565,-2.70348992839
1566,40.1066323898
1567,23.475770403
1568,67.1138994816
1569,76.0386459278
1570,-7.34043895596
1571,82.2306429175
1572,1.32159640996
1573,11.1228622276
1574,62.8418278537
1575,89.2405742516
1576,81.1516350119
1577,-2.15384022855
1578,-6.88673308321
1579,31.197244097
1580,34.403897092
1581,-5.85340191082
1582,-2.88475135364
1583,-4.20808493653
1584,92.5038120478
1585,2.38372595447
1586,-32.3298626802
1587,29.8749677156
1588,61.9727459618
1589,33.5406295316
1590,20.2752536667
1591,46.6223188952
1592,-25.4967410647
1593,4.38494378872
1594,101.589672294
1595,30.1943397717
1596,23.4269393059
1597,27.856750962
1598,-13.0532242825
1599,29.4694579686
1600,7.58307950113
1601,13.1262607793
1602,85.7422975481
1603,35.6707802424
1604,184.158072426
1605,29.7104893063
1606,99.3889718857
1607,6.02491279159
1608,15.9157469071
1609,9.46518634319
1610,21.9290295461
1611,20.6113810953
1612,37.8176727053
1613,89.4002687009
1614,13.2523086832
1615,41.8748917183
1616,8.95842903999
1617,4.70457410485
1618,240.718605261
1619,-5.79514058097
1620,69.3902363224
1621,33.9623419333
1622,97.9362356623
1623,-4.00085991094
1624,96.3197248377
1625,134.488103387
1626,-38.672623661
1627,48.7226067887
1628,-5.00590364913
1629,13.1940081065
1630,34.6823679388
1631,14.8927569892
1632,57.6229175026
1633,146.343234032
1634,61.8367011484
1635,15.4687487466
1636,47.7631476943
1637,23.9888110048
1638,8.11370051417
1639,8.81083880838
1640,33.6552416534
1641,-34.176788284
1642,11.7272846345
1643,67.6298187372
1644,40.2892963055
1645,7.28750241879
1646,32.7517212488
1647,60.8415090093
1648,35.553245748
1649,147.727077006
1650,34.3567264167
1651,-6.53816563093
1652,30.9889610132
1653,32.962169737
1654,8.71733741616
1655,76.4013699449
1656,101.686945001
1657,27.4447181339
1658,55.5220756143
1659,10.7482728603
1660,-14.639872535
1661,33.6921151808
1662,8.20003730286
1663,-101.343702211
1664,22.9877875593
1665,64.927649822
1666,92.8080882407
1667,22.1050423552
1668,-11.9005442182
1669,17.574527632
1670,13.362880245
1671,87.3931735296
1672,13.2533159985
1673,-8.54238998863
1674,0.863247149308
1675,28.2419664017
1676,39.4952984108
1677,143.302648617
1678,30.1702106223
1679,80.2230777034
1680,-39.8388326618
1681,20.518109375
1682,47.5037113091
1683,20.8423583383
1684,117.902591254
1685,-3.82124319763
1686,44.0381221329
1687,-22.3661227568
1688,-13.0154286696
1689,12.0306899778
1690,263.012980538
1691,-52.0921593283
1692,-2.05081548243
1693,112.996393314
1694,-9.93992906238
1695,-12.9849059615
1696,37.2283103709
1697,46.55107526
1698,112.821516382
1699,15.2489610991
1700,17.9574379518
1701,59.2703090255
1702,36.4125428899
1703,74.0751373616
1704,4.14815874731
1705,4.70709804695
1706,36.7734293135
1707,14.1529815283
1708,22.5974340445
1709,69.9954200453
1710,74.0088690906
1711,59.2384394961
1712,31.9404091153
1713,17.6091686629
1714,7.41737881193
1715,24.0322484663
1716,36.1677161218
1717,-27.1401875712
1718,-61.6464363099
1719,13.2577278213
1720,28.9585452607
1721,150.872363164
1722,19.2672717769
1723,-21.2726790916
1724,-4.0261323657
1725,44.4707579658
1726,39.8849646913
1727,207.946668447
1728,-13.5378169089
1729,46.7908965957
1730,8.24011556244
1731,73.1986679191
1732,51.2218430202
1733,58.9888092483
1734,19.5035171643
1735,46.2380215873
1736,34.4360186811
1737,24.5476260961
1738,22.248589871
1739,-22.6878211115
1740,60.9315078888
1741,47.3965434746
1742,-18.7305257395
1743,23.1151233955
1744,43.9620508552
1745,53.1947997207
1746,-15.8834707427
1747,10.4564982652
1748,-37.4919923911
1749,56.1070987382
1750,-58.2194324224
1751,-17.3250736529
1752,23.1332128111
1753,31.7026570996
1754,5.38733270742
1755,5.74297071649
1756,-21.0908299478
1757,83.256169866
1758,9.75716515636
1759,54.9288568424
1760,-18.1587742478
1761,-76.1255707548
1762,81.6933473129
1763,51.1955863407
1764,57.9996851763
1765,29.5844499481
1766,20.5916808801
1767,74.7656960477
1768,1.46102385927
1769,-83.6894804569
1770,23.0928017319
1771,29.2783130797
1772,23.0326813863
1773,-8.96256234652
1774,-11.4209234319
1775,45.997087459
1776,47.5308631189
1777,115.731160027
1778,40.0823357252
1779,45.0296666155
1780,-12.2258502554
1781,-39.4226465058
1782,66.4065678496
1783,44.404416002
1784,101.718781459
1785,-4.72219889272
1786,72.8656671887
1787,-21.804372435
1788,-52.2442515671
1789,74.8317154946
1790,40.4239810899
1791,-20.2003013873
1792,-71.956570057
1793,100.689959528
1794,8.13877210417
1795,57.6324498397
1796,8.70970293655
1797,-1.17354866001
1798,69.908744964
1799,67.1842573313
1800,83.2977584234
1801,105.805694162
1802,-57.2638622748
1803,14.9236411413
1804,60.290482831
1805,-30.6106034002
1806,47.0344873164
1807,67.6760295847
1808,48.1043546715
1809,59.1214585168
1810,80.2898003078
1811,66.7827103313
1812,60.0706943212
1813,65.9262998034
1814,23.145604264
1815,-25.1860223273
1816,7.75835615734
1817,17.7725242194
1818,44.2910130294
1819,-20.3146142666
1820,118.142338258
1821,36.8171379628
1822,104.317512826
1823,17.3439679347
1824,-21.8353204343
1825,14.7040059917
1826,41.748086288
1827,72.4751546796
1828,2.23393324361
1829,6.84494703043
1830,61.674305893
1831,90.7724803709
1832,-40.904596105
1833,80.6713943259
1834,46.6060683012
1835,41.8137849671
1836,32.7603205954
1837,36.4642661699
1838,58.0849915098
1839,44.2959825942
1840,49.3008847228
1841,-69.7537528586
1842,61.6130198562
1843,146.272845576
1844,-1.90113783007
1845,41.4689148765
1846,77.03770231
1847,37.2378672259
1848,94.5797563368
1849,16.0167877092
1850,8.805662596
1851,57.0131717386
1852,30.5858122574
1853,45.5870910486
1854,31.5142538296
1855,3.951709772
1856,-44.034015131
1857,19.6474268277
1858,48.4081578848
1859,103.578224117
1860,-0.667965518309
1861,82.2496253301
1862,94.843854992
1863,10.1429499538
1864,41.0359437623
1865,11.3678596549
1866,-5.44929758017
1867,11.6137519353
1868,-18.6353494441
1869,-10.8987424459
1870,41.3394392644
1871,-33.5765630563
1872,-0.839655637656
1873,249.874624774
1874,0.441387371962
1875,28.1256424693
1876,17.6236377968
1877,14.6735006571
1878,6.53089458244
1879,-24.0097997226
1880,20.5679080278
1881,-35.7269515659
1882,16.1427832922
1883,14.2278615195
1884,24.280959137
1885,158.318656144
1886,-15.3391871487
1887,68.6208012784
1888,8.34782328931
1889,12.3211057273
1890,-33.1007716207
1891,24.7410609213
1892,0.910626863388
1893,-42.8395069527
1894,76.8323348527
1895,83.9158808325
1896,-6.28989831303
1897,61.0714121832
1898,1.05368119303
1899,83.0535043819
1900,16.4445361719
1901,43.3134069917
1902,47.8248756512
1903,-14.4729164931
1904,49.0390198835
1905,50.4292287584
1906,29.6566765376
1907,48.9622145327
1908,61.7919191734
1909,8.9211904072
1910,73.7711689563
1911,-96.8257919413
1912,31.8752932233
1913,92.7238824015
1914,27.9820470527
1915,83.7491436487
1916,64.7252604776
1917,-10.1918932909
1918,-4.7289078302
1919,-10.9444241691
1920,136.642606937
1921,1.27922032425
1922,3.85290866553
1923,-25.312759711
1924,-27.2254348496
1925,52.8737864485
1926,50.9196224268
1927,23.5333778606
1928,10.8295569167
1929,67.141895119
1930,46.5121098443
1931,-5.87865960714
1932,64.133624594
1933,39.1992055169
1934,7.46005157957
1935,-37.2337216389
1936,38.9492707339
1937,3.84554098687
1938,73.3794718465
1939,-13.5140352624
1940,24.69140477
1941,-28.2573567728
1942,-14.9549815453
1943,23.1367987088
1944,85.7900513169
1945,19.6008649889
1946,1.17825773743
1947,58.5608817843
1948,5.26340287932
1949,88.3731956545
1950,84.7621249367
1951,-8.57010961932
1952,70.0870148143
1953,30.2162725257
1954,40.7538805913
1955,-25.5732917488
1956,1.08769575882
1957,-7.97028704968
1958,39.0529506705
1959,-11.5374752153
1960,26.516587823
1961,62.427140495
1962,85.6828118146
1963,23.7130478212
1964,9.37502802458
1965,14.674285522
1966,-15.1913723577
1967,2.8587616054
1968,107.568674578
1969,-7.89499666562
1970,1.40352157765
1971,20.6949857065
1972,110.16613342
1973,-2.75581604657
1974,-0.934397753536
1975,69.8660472089
1976,62.1021775883
1977,130.796019436
1978,17.4892164996
1979,154.56811463
1980,28.412716845
1981,-30.1769205548
1982,11.8943357091
1983,-11.0646292035
1984,67.0684295456
1985,-22.1814710767
1986,84.8362355222
1987,7.00660347956
1988,-8.50631097557
1989,20.197226846
1990,16.4407779228
1991,126.537863702
1992,-36.454637723
1993,-78.8470000016
1994,92.2868881809
1995,81.1062186097
1996,42.3501385955
1997,37.0730226783
1998,14.7390356137
1999,76.7020955642
2000,21.0859572845
2001,34.1737025539
2002,-5.63895454769
2003,-14.5302350994
2004,-28.4327472907
2005,56.2831860181
2006,80.7561162849
2007,207.551535556
2008,55.1994774033
2009,-5.52649984764
2010,115.00651361
2011,26.424446522
2012,-2.17293920471
2013,90.0592805444
2014,12.2884711099
2015,172.517813413
2016,36.4708041401
2017,15.0146518262
2018,56.8917489115
2019,-15.1952429489
2020,16.550361671
2021,57.4291589533
2022,-2.81515099105
2023,32.9653399126
2024,13.2766423901
2025,43.049923314
2026,67.3465312047
2027,-69.1286061345
2028,51.2293061666
2029,5.84890282513
2030,-26.4935005137
2031,60.7599761504
2032,80.7004913759
2033,45.9123408189
2034,57.6864432669
2035,64.5466863904
2036,27.3990293654
2037,15.8171351284
2038,-34.2689167028
2039,-19.1542660644
2040,8.30364951762
2041,33.1436960611
2042,114.0308839
2043,10.7441377265
2044,-0.138324111897
2045,22.2632514178
2046,-0.752752524905
2047,86.8373380534
2048,36.6285325702
2049,-12.2350336387
2050,24.5664682346
2051,-148.377581395
2052,115.412937294
2053,97.9977414273
2054,87.589517158
2055,-16.6429700716
2056,-47.8111114596
2057,-22.3185064796
2058,31.2397938712
2059,-10.0864495042
2060,6.17131957004
2061,-35.0270805454
2062,-10.7983028913
2063,44.4566284316
2064,-24.1370055832
2065,24.5217019694
2066,68.9624275838
2067,20.8768660405
2068,8.76808289992
2069,-11.8040706833
2070,25.8682206486
2071,159.342842481
2072,32.0681433382
2073,-1.18422875686
2074,14.3702145905
2075,-1.01262930753
2076,11.7912300825
2077,19.3057204093
2078,142.632376801
2079,54.7970289108
2080,29.6693950626
2081,30.0513865209
2082,41.3531277332
2083,-0.241639363269
2084,18.3146138728
2085,53.729363668
2086,45.841317919
2087,38.0818264284
2088,-18.3603973753
2089,14.925816061
2090,43.563350926
2091,51.0988835145
2092,-8.06715651274
2093,22.0053808382
2094,-30.9007362397
2095,65.1551783993
2096,89.7434390993
2097,29.0729533223
2098,55.6625082888
2099,24.8348066014
2100,-21.4795430504
2101,35.3732258975
2102,174.470046484
2103,113.694134171
2104,58.8970557608
2105,-38.4036441626
2106,56.4298512779
2107,12.8455918495
2108,-49.1987789741
2109,-8.69029265636
2110,71.9421467054
2111,54.303891689
2112,23.2202404108
2113,36.7235065277
2114,15.9601026757
2115,82.1945677925
2116,51.9043368007
2117,-4.75565257908
2118,63.1837484713
2119,-31.6919281681
2120,77.2338804098
2121,7.90159632189
2122,93.3334359401
2123,-14.3563556184
2124,50.3849535871
2125,13.3527730031
2126,101.927590838
2127,16.8147514822
2128,-24.9865985035
2129,23.9188375661
2130,137.353302369
2131,115.521087642
2132,47.324405567
2133,51.4708737872
2134,40.8163283886
2135,11.6627302108
2136,28.5558193212
2137,55.2529191696
2138,36.4172792581
2139,88.8252788331
2140,-8.46680315521
2141,45.6340303018
2142,-82.1796378247
2143,-2.1175678991
2144,47.9112894072
2145,79.2083240418
2146,-0.879253762074
2147,9.98479861644
2148,91.3879053909
2149,17.9102575799
2150,72.2990504446
2151,4.59258375255
2152,25.0688509307
2153,48.398031429
2154,68.8055740045
2155,77.3813003194
2156,208.757737468
2157,65.6408964865
2158,39.6347939242
2159,-48.6496348968
2160,31.3667020217
2161,47.6550543762
2162,25.5599184015
2163,7.00680879442
2164,73.3769167594
2165,98.6829247985
2166,9.83378398446
2167,-12.4331511387
2168,357.74450531
2169,92.3334239744
2170,-19.768353586
2171,-4.23826314445
2172,-27.7624102383
2173,-8.86679625586
2174,42.2395214191
2175,5.47059492771
2176,42.967042863
2177,0.0863732316839
2178,-7.05520190738
2179,32.105181052
2180,60.5351968688
2181,129.130690716
2182,44.7831662921
2183,67.3641778097
2184,165.411408475
2185,83.525586762
2186,26.0769736232
2187,67.6153846384
2188,118.186361685
2189,-43.0659024017
2190,13.7784394623
2191,80.6208378882
2192,9.7191808298
2193,3.76514822465
2194,-18.6557027723
2195,-6.69997464473
2196,63.0015542976
2197,41.7464199337
2198,20.4131701715
2199,61.3756952994
2200,-6.22720189195
2201,28.3389034567
2202,-5.83619035054
2203,60.7274370222
2204,27.8780773816
2205,24.29837717
2206,-43.3195247783
2207,17.52863456
2208,26.3028532435
2209,80.9820373504
2210,-105.662040909
2211,-6.41589284824
2212,49.7156874117
2213,2.54408565057
2214,175.289137726
2215,79.6811235784
2216,34.1757589392
2217,109.932629881
2218,71.8386778296
2219,173.355260725
2220,18.3256593368
2221,101.569249459
2222,28.8020134459
2223,183.797385649
2224,18.4294840144
2225,51.9944133967
2226,-11.2356786902
2227,-15.8160426951
2228,37.9548196385
2229,-41.0018424252
2230,22.8442046554
2231,72.1492284479
2232,51.6898879147
2233,20.0060462131
2234,31.5928996826
2235,47.2764670149
2236,-81.0523563044
2237,21.7006448865
2238,26.8275275617
2239,7.82912752619
2240,109.002707509
2241,0.146046960699
2242,103.994463693
2243,15.2778567534
2244,64.0626218248
2245,-23.7055346903
2246,57.1163033529
2247,-26.1232558414
2248,32.7298201638
2249,57.9940557782
2250,96.7665558838
2251,22.2714163119
2252,59.2771309819
2253,25.515068094
2254,16.6509849386
2255,43.0036844419
2256,72.8401473839
2257,-5.18099220677
2258,14.9870550003
2259,122.656842149
2260,2.08878530056
2261,37.3210273633
2262,41.4718424534
2263,40.1387210001
2264,48.8493654577
2265,34.5046715096
2266,21.6229199551
2267,98.405982767
2268,9.26170082958
2269,107.278254303
2270,16.0591200197
2271,111.364795823
2272,86.6037596313
2273,62.1296331761
2274,74.9378285485
2275,43.2357946225
2276,-20.93719327
2277,12.2364517948
2278,-27.9846735964
2279,-13.165915729
2280,10.8302054396
2281,-9.34895680788
2282,25.5204087559
2283,17.0410675829
2284,7.41451530648
2285,58.3049462808
2286,-24.6770122716
2287,41.5311604896
2288,43.2332916152
2289,23.6078953958
2290,76.9484787357
2291,35.3599381648
2292,25.8074611292
2293,57.5162112734
2294,17.5403888618
2295,2.88549094786
2296,-12.3872721242
2297,35.4316940623
2298,192.189167208
2299,14.6664459699
2300,23.7899622933
